feature,importance
right_gelsight_area_growth,0.0021931008
left_gelsight_center_y_max,0.0021639972
torque_balance_ratio_max,0.0021192345
left_gelsight_center_x_missing_ratio,0.002114862
right_gelsight_diff_max_current,0.002101602
left_gelsight_center_y_range,0.0020996064
left_gelsight_center_y_mean,0.0020988607
gelsight_area_balance_absdiff_slope,0.0020947447
torque_balance_ratio_slope,0.0020791136
right_gelsight_diff_max_std,0.0020718763
gelsight_area_balance_absdiff_mean,0.0020480237
left_force_norm_mean,0.0020238403
left_torque_norm_slope,0.002017431
right_force_fy_slope,0.0020131113
right_force_fx_p95,0.0020062155
right_gelsight_center_x_max,0.0019732919
left_force_fz_std,0.0019699202
left_gelsight_diff_max_p95,0.0019696176
left_gelsight_raw_diff_mean_mean,0.0019663682
left_gelsight_center_x_slope,0.0019388896
left_force_tz_current,0.0019105546
left_force_fx_mean,0.0018664042
right_torque_norm_delta_mean,0.0018489477
left_gelsight_center_y_missing_ratio,0.0018254487
left_torque_norm_delta_max,0.0018123565
left_torque_norm_delta_std,0.0018034622
gelsight_diff_balance_ratio_slope,0.0017991012
left_force_ty_mean,0.0017981596
right_torque_norm_delta_min,0.0017898132
left_force_norm_delta_p95,0.001772785
left_force_fy_min,0.0017437065
left_force_fy_mean,0.0017406278
left_force_fz_slope,0.0017032826
right_gelsight_diff_max_range,0.0016902841
left_force_norm_range,0.0016325436
force_balance_absdiff_slope,0.0016248681
right_gelsight_center_y_min,0.001622145
left_gelsight_area_growth,0.0016160768
left_gelsight_contact_area_std,0.0016048589
right_gelsight_area_mean,0.0016043872
right_force_fz_min,0.0015946898
torque_balance_absdiff_current,0.0015845896
right_gelsight_diff_mean_current,0.0015844471
force_balance_ratio_max,0.0015625583
right_force_fy_range,0.0015613259
left_gelsight_contact_area_current,0.0015174677
right_force_tx_current,0.0015117067
gelsight_area_balance_ratio_slope,0.0014919878
left_torque_norm_min,0.001491449
left_torque_norm_std,0.0014595443
right_gelsight_contact_area_mean,0.0014309358
force_balance_absdiff_max,0.0014193518
right_gelsight_diff_mean_p95,0.001401037
right_force_tx_mean,0.0014003256
right_force_ty_std,0.0013844249
left_gelsight_raw_diff_mean_min,0.0013795588
left_force_fx_p95,0.0013710612
gelsight_area_balance_ratio_current,0.0013581936
right_gelsight_diff_max_max,0.0013516258
right_gelsight_center_y_max,0.0012819715
left_gelsight_diff_p95_std,0.0012818108
gelsight_diff_balance_absdiff_current,0.001276821
left_torque_norm_delta_slope,0.0012506152
left_force_norm_delta_range,0.001237582
right_force_norm_max,0.0012287982
right_gelsight_center_y_mean,0.0012212164
left_gelsight_contact_area_mean,0.0012130413
left_gelsight_area_max,0.0012095122
left_force_tz_slope,0.00116406
left_force_ty_min,0.0011380912
right_gelsight_raw_diff_mean_std,0.001137808
left_force_fx_slope,0.0011264153
left_force_norm_delta_std,0.001119657
torque_balance_absdiff_slope,0.0011060224
right_torque_norm_delta_p95,0.0011047103
left_force_fy_slope,0.001062422
left_force_tz_p95,0.0009178441
right_force_ty_range,0.0009014117
left_force_norm_delta_slope,0.00090034964
left_gelsight_diff_mean_p95,0.00087332504
right_gelsight_area_stability,0.0008701937
gelsight_area_balance_absdiff_current,0.0008093472
left_force_fx_range,0.0008086749
left_gelsight_diff_mean_min,0.0007973206
gelsight_area_balance_absdiff_max,0.0006957658
right_force_tx_min,0.0006948868
left_gelsight_raw_diff_mean_max,0.0006732744
left_gelsight_raw_diff_mean_p95,0.0006686916
left_torque_norm_delta_p95,0.00063258415
right_gelsight_diff_p95_slope,0.00057951995
right_force_fz_max,0.00047724735
left_gelsight_diff_max_range,0.00047707625
torque_balance_absdiff_max,0.00044909155
right_force_ty_mean,0.00041476288
left_force_fz_current,0.0003227115
right_force_fz_mean,0.00022777714
force_balance_ratio_slope,0.00021021254
gelsight_diff_balance_absdiff_mean,0.00017833863
left_force_tz_max,0.0001438106
gelsight_area_balance_ratio_max,0.00011372062
left_force_fx_std,5.2381092e-05
right_force_ty_max,9.002243e-07
left_torque_norm_range,0.0
right_force_fx_slope,0.0
right_force_norm_delta_mean,0.0
right_force_norm_delta_range,0.0
right_force_norm_mean,0.0
right_gelsight_raw_diff_mean_slope,0.0
right_torque_norm_p95,0.0
left_torque_norm_p95,0.0
left_torque_norm_max,0.0
right_force_ty_slope,0.0
right_force_norm_range,0.0
right_force_norm_p95,0.0
right_force_tx_p95,0.0
right_force_norm_std,0.0
right_torque_norm_mean,0.0
right_torque_norm_delta_std,0.0
right_torque_norm_std,0.0
right_torque_norm_range,0.0
left_gelsight_diff_p95_p95,0.0
left_gelsight_diff_p95_min,0.0
left_gelsight_diff_p95_max,0.0
left_force_tx_max,0.0
right_gelsight_contact_area_max,0.0
left_gelsight_diff_max_min,0.0
right_gelsight_area_max,0.0
left_gelsight_contact_area_max,0.0
left_gelsight_contact_area_min,0.0
left_gelsight_contact_area_range,0.0
left_gelsight_contact_ratio,0.0
left_gelsight_raw_diff_mean_range,0.0
left_gelsight_diff_p95_current,0.0
right_force_fz_p95,0.0
left_gelsight_diff_mean_mean,0.0
left_gelsight_diff_p95_slope,0.0
left_gelsight_diff_p95_range,0.0
left_force_fy_p95,0.0
left_force_norm_delta_mean,0.0
left_force_norm_p95,0.0
left_force_norm_min,0.0
left_force_norm_max,0.0
left_force_norm_delta_current,0.0
right_gelsight_contact_area_std,0.0
right_gelsight_contact_ratio,0.0
right_gelsight_contact_area_min,0.0
left_force_norm_slope,0.0
right_gelsight_diff_max_min,0.0
right_gelsight_diff_max_mean,0.0
right_gelsight_diff_p95_max,0.0
right_gelsight_diff_max_slope,0.0
right_gelsight_diff_p95_mean,0.0
right_gelsight_diff_p95_min,0.0
right_gelsight_diff_p95_p95,0.0
right_gelsight_diff_p95_range,0.0
